paths,coordinates,class
C:/Users/william/Desktop/data_/train\images\20200319.tif,"1076,396",1.0
C:/Users/william/Desktop/data_/train\images\2018_12_07.tif,"1316,1876",1.0
C:/Users/william/Desktop/data_/train\images\20190816.tif,"956,1396",1.0
C:/Users/william/Desktop/data_/train\images\20200822.tif,"1576,816",1.0
C:/Users/william/Desktop/data_/train\images\20200224.tif,"2356,456",1.0
C:/Users/william/Desktop/data_/train\images\2018_12_31_b.tif,"856,1456",1.0
C:/Users/william/Desktop/data_/train\images\2018_12_07.tif,"1276,2076",1.0
C:/Users/william/Desktop/data_/train\images\2018_12_07_b.tif,"1896,1036",1.0
C:/Users/william/Desktop/data_/train\images\2018_08_21_.tif,"876,3696",1.0
C:/Users/william/Desktop/data_/train\images\2018_08_21_.tif,"3916,2816",1.0
C:/Users/william/Desktop/data_/train\images\20200224.tif,"946,2556",0.0
C:/Users/william/Desktop/data_/train\images\20190908.tif,"1476,916",1.0
C:/Users/william/Desktop/data_/train\images\2018_08_21_.tif,"956,3456",1.0
C:/Users/william/Desktop/data_/train\images\2018_08_21_.tif,"996,3736",1.0
C:/Users/william/Desktop/data_/train\images\2018_08_21_.tif,"2326,5316",0.0
C:/Users/william/Desktop/data_/train\images\2018_12_07.tif,"1406,1176",0.0
C:/Users/william/Desktop/data_/train\images\2018_12_19.tif,"1796,716",1.0
C:/Users/william/Desktop/data_/train\images\2018_08_21_.tif,"1996,3936",1.0
C:/Users/william/Desktop/data_/train\images\20200224.tif,"1116,2876",1.0
C:/Users/william/Desktop/data_/train\images\2018_12_31_b.tif,"256,3476",0.0
C:/Users/william/Desktop/data_/train\images\2018_09_14_.tif,"1696,1536",1.0
C:/Users/william/Desktop/data_/train\images\20190908.tif,"1256,1436",1.0
C:/Users/william/Desktop/data_/train\images\2018_12_19.tif,"716,486",0.0
C:/Users/william/Desktop/data_/train\images\2018_09_14_.tif,"936,2896",1.0
C:/Users/william/Desktop/data_/train\images\2018_08_21_.tif,"4416,1296",1.0
C:/Users/william/Desktop/data_/train\images\2018_08_21_.tif,"3236,3636",1.0
C:/Users/william/Desktop/data_/train\images\2018_09_14_.tif,"776,2556",1.0
C:/Users/william/Desktop/data_/train\images\2018_08_21_.tif,"4276,1756",1.0
C:/Users/william/Desktop/data_/train\images\2018_09_14_.tif,"716,2856",1.0
C:/Users/william/Desktop/data_/train\images\2018_12_07_b.tif,"1536,956",1.0
C:/Users/william/Desktop/data_/train\images\2018_12_31_b.tif,"796,1716",1.0
C:/Users/william/Desktop/data_/train\images\2018_08_21_.tif,"2436,3876",1.0
C:/Users/william/Desktop/data_/train\images\2018_12_07.tif,"1536,2016",1.0
C:/Users/william/Desktop/data_/train\images\2018_08_21_.tif,"4196,1476",1.0
C:/Users/william/Desktop/data_/train\images\20200224.tif,"1536,2336",1.0
C:/Users/william/Desktop/data_/train\images\20190908.tif,"1356,796",1.0
C:/Users/william/Desktop/data_/train\images\2018_08_21_.tif,"1076,3756",1.0
C:/Users/william/Desktop/data_/train\images\20200319.tif,"1296,1056",1.0
C:/Users/william/Desktop/data_/train\images\20200822.tif,"1516,616",1.0
C:/Users/william/Desktop/data_/train\images\2018_08_21_.tif,"4176,1356",1.0
C:/Users/william/Desktop/data_/train\images\2018_12_19.tif,"2176,1256",1.0
C:/Users/william/Desktop/data_/train\images\2018_12_19.tif,"1876,1296",1.0
C:/Users/william/Desktop/data_/train\images\2018_08_21_.tif,"256,1866",0.0
C:/Users/william/Desktop/data_/train\images\2018_12_19.tif,"2336,716",1.0
C:/Users/william/Desktop/data_/train\images\2018_12_31_b.tif,"2656,1196",1.0
C:/Users/william/Desktop/data_/train\images\20200224.tif,"1956,796",1.0
C:/Users/william/Desktop/data_/train\images\2018_08_21_.tif,"1116,3376",1.0
C:/Users/william/Desktop/data_/train\images\2018_12_19.tif,"1896,836",1.0
C:/Users/william/Desktop/data_/train\images\20200307.tif,"1296,1556",1.0
C:/Users/william/Desktop/data_/train\images\2018_12_07.tif,"2176,1456",1.0
C:/Users/william/Desktop/data_/train\images\20200224.tif,"1956,1596",1.0
C:/Users/william/Desktop/data_/train\images\2018_08_21_.tif,"4376,1416",1.0
C:/Users/william/Desktop/data_/train\images\2018_08_21_.tif,"3536,3636",1.0
C:/Users/william/Desktop/data_/train\images\20200307.tif,"1576,1056",1.0
C:/Users/william/Desktop/data_/train\images\2018_12_19.tif,"1866,3706",0.0
C:/Users/william/Desktop/data_/train\images\20200307.tif,"1836,856",1.0
C:/Users/william/Desktop/data_/train\images\2018_12_31_b.tif,"2916,1216",1.0
C:/Users/william/Desktop/data_/train\images\2018_12_07.tif,"1556,1936",1.0
C:/Users/william/Desktop/data_/train\images\2018_12_31_b.tif,"256,5546",0.0
C:/Users/william/Desktop/data_/train\images\2018_12_07.tif,"1796,1616",1.0
C:/Users/william/Desktop/data_/train\images\2018_08_21_.tif,"2356,3916",1.0
C:/Users/william/Desktop/data_/train\images\2018_12_07.tif,"1816,1536",1.0
C:/Users/william/Desktop/data_/train\images\2018_12_31_b.tif,"1836,1196",1.0
C:/Users/william/Desktop/data_/train\images\2018_09_14_.tif,"2896,676",1.0
C:/Users/william/Desktop/data_/train\images\2018_12_19.tif,"2176,636",1.0
C:/Users/william/Desktop/data_/train\images\20200224.tif,"1376,2636",1.0
C:/Users/william/Desktop/data_/train\images\2018_08_21_.tif,"1406,1866",0.0
C:/Users/william/Desktop/data_/train\images\20200307.tif,"1236,1596",1.0
C:/Users/william/Desktop/data_/train\images\2018_09_14_.tif,"2396,1256",1.0
C:/Users/william/Desktop/data_/train\images\2018_08_21_.tif,"4276,1216",1.0
C:/Users/william/Desktop/data_/train\images\20200224.tif,"1056,3096",1.0
C:/Users/william/Desktop/data_/train\images\2018_12_31_b.tif,"596,1556",1.0
C:/Users/william/Desktop/data_/train\images\2018_08_21_.tif,"1576,3916",1.0
C:/Users/william/Desktop/data_/train\images\2018_12_31_b.tif,"2656,1176",1.0
C:/Users/william/Desktop/data_/train\images\2018_08_21_.tif,"1636,3916",1.0
C:/Users/william/Desktop/data_/train\images\2018_09_14_.tif,"2296,1276",1.0
C:/Users/william/Desktop/data_/train\images\20200307.tif,"1976,1076",1.0
C:/Users/william/Desktop/data_/train\images\2018_09_14_.tif,"676,2836",1.0
C:/Users/william/Desktop/data_/train\images\2018_12_19_b.tif,"1896,1516",1.0
C:/Users/william/Desktop/data_/train\images\20200307.tif,"1516,1036",1.0
C:/Users/william/Desktop/data_/train\images\2018_09_14_.tif,"896,2416",1.0
C:/Users/william/Desktop/data_/train\images\2018_12_31_b.tif,"2396,1136",1.0
C:/Users/william/Desktop/data_/train\images\20190816.tif,"1576,1256",1.0
C:/Users/william/Desktop/data_/train\images\20200822.tif,"1316,1296",1.0
C:/Users/william/Desktop/data_/train\images\20200224.tif,"1756,2016",1.0
C:/Users/william/Desktop/data_/train\images\20200319.tif,"946,1476",0.0
C:/Users/william/Desktop/data_/train\images\2018_09_14_.tif,"2616,676",1.0
C:/Users/william/Desktop/data_/train\images\2018_09_14_.tif,"1396,1576",1.0
C:/Users/william/Desktop/data_/train\images\2018_08_21_.tif,"3616,3576",1.0
C:/Users/william/Desktop/data_/train\images\20200224.tif,"1696,1996",1.0
C:/Users/william/Desktop/data_/train\images\2018_08_21_.tif,"1136,3676",1.0
C:/Users/william/Desktop/data_/train\images\2018_12_31_b.tif,"2756,956",1.0
C:/Users/william/Desktop/data_/train\images\20200307.tif,"1796,816",1.0
C:/Users/william/Desktop/data_/train\images\2018_09_14_.tif,"1816,1496",1.0
C:/Users/william/Desktop/data_/train\images\2018_09_14_.tif,"2636,1376",1.0
C:/Users/william/Desktop/data_/train\images\2018_08_21_.tif,"1976,3976",1.0
C:/Users/william/Desktop/data_/train\images\20200224.tif,"1756,1796",1.0
C:/Users/william/Desktop/data_/train\images\2018_08_21_.tif,"3256,3456",1.0
C:/Users/william/Desktop/data_/train\images\2018_12_19_b.tif,"2016,1656",1.0
C:/Users/william/Desktop/data_/train\images\20200319.tif,"1396,416",1.0
C:/Users/william/Desktop/data_/train\images\20200224.tif,"1636,1936",1.0
C:/Users/william/Desktop/data_/train\images\2018_09_14_.tif,"1276,2016",1.0
C:/Users/william/Desktop/data_/train\images\2018_08_21_.tif,"3756,2536",1.0
C:/Users/william/Desktop/data_/train\images\20200307.tif,"1356,1576",1.0
C:/Users/william/Desktop/data_/train\images\2018_12_19.tif,"2036,1056",1.0
C:/Users/william/Desktop/data_/train\images\20200307.tif,"1516,1276",1.0
C:/Users/william/Desktop/data_/train\images\2018_12_19.tif,"2396,1536",1.0
C:/Users/william/Desktop/data_/train\images\20200319.tif,"1096,1116",1.0
C:/Users/william/Desktop/data_/train\images\2018_12_31_b.tif,"776,1576",1.0
C:/Users/william/Desktop/data_/train\images\20200331.tif,"256,1406",0.0
C:/Users/william/Desktop/data_/train\images\2018_12_31_b.tif,"2356,1316",1.0
C:/Users/william/Desktop/data_/train\images\2018_08_21_.tif,"1016,3456",1.0
C:/Users/william/Desktop/data_/train\images\2018_12_31_b.tif,"776,1436",1.0
C:/Users/william/Desktop/data_/train\images\2018_12_31_b.tif,"1476,1496",1.0
C:/Users/william/Desktop/data_/train\images\2018_09_14_.tif,"576,2076",1.0
C:/Users/william/Desktop/data_/train\images\20200224.tif,"1956,756",1.0
C:/Users/william/Desktop/data_/train\images\2018_12_31_b.tif,"1176,1536",1.0
C:/Users/william/Desktop/data_/train\images\2018_08_21_.tif,"4016,1996",1.0
C:/Users/william/Desktop/data_/train\images\20190908.tif,"1796,796",1.0
C:/Users/william/Desktop/data_/train\images\2018_08_21_.tif,"3416,3476",1.0
C:/Users/william/Desktop/data_/train\images\2018_12_31_b.tif,"2236,1136",1.0
C:/Users/william/Desktop/data_/train\images\2018_12_19_b.tif,"1816,996",1.0
C:/Users/william/Desktop/data_/train\images\20200224.tif,"1836,1596",1.0
C:/Users/william/Desktop/data_/train\images\2018_12_19_b.tif,"2096,1376",1.0
C:/Users/william/Desktop/data_/train\images\20190908.tif,"1776,436",1.0
C:/Users/william/Desktop/data_/train\images\20200331.tif,"1636,1176",0.0
C:/Users/william/Desktop/data_/train\images\2018_08_21_.tif,"4136,1716",1.0
C:/Users/william/Desktop/data_/train\images\2018_12_07.tif,"1396,1876",1.0
C:/Users/william/Desktop/data_/train\images\20200224.tif,"1336,2556",1.0
C:/Users/william/Desktop/data_/train\images\2018_09_14_.tif,"2916,1056",1.0
C:/Users/william/Desktop/data_/train\images\20200307.tif,"1896,716",1.0
C:/Users/william/Desktop/data_/train\images\20200224.tif,"3016,2326",0.0
C:/Users/william/Desktop/data_/train\images\2018_08_21_.tif,"1616,3736",1.0
C:/Users/william/Desktop/data_/train\images\2018_12_31_b.tif,"436,1816",1.0
C:/Users/william/Desktop/data_/train\images\20200224.tif,"2116,856",1.0
C:/Users/william/Desktop/data_/train\images\20200224.tif,"1776,1736",1.0
C:/Users/william/Desktop/data_/train\images\2018_09_14_.tif,"1596,1776",1.0
C:/Users/william/Desktop/data_/train\images\2018_12_07.tif,"1736,1956",1.0
C:/Users/william/Desktop/data_/train\images\2018_08_21_.tif,"4156,2056",1.0
C:/Users/william/Desktop/data_/train\images\2018_09_14_.tif,"1896,1476",1.0
C:/Users/william/Desktop/data_/train\images\2018_08_21_.tif,"1496,3516",1.0
C:/Users/william/Desktop/data_/train\images\2018_08_21_.tif,"3136,3756",1.0
C:/Users/william/Desktop/data_/train\images\20200224.tif,"2096,1196",1.0
C:/Users/william/Desktop/data_/train\images\2018_09_14_.tif,"776,2036",1.0
C:/Users/william/Desktop/data_/train\images\20190816.tif,"1936,1296",1.0
C:/Users/william/Desktop/data_/train\images\2018_12_31_b.tif,"796,1656",1.0
C:/Users/william/Desktop/data_/train\images\20200224.tif,"1196,3076",1.0
C:/Users/william/Desktop/data_/train\images\2018_09_14_.tif,"2676,416",1.0
C:/Users/william/Desktop/data_/train\images\20200319.tif,"1436,436",1.0
C:/Users/william/Desktop/data_/train\images\20190908.tif,"1716,416",1.0
C:/Users/william/Desktop/data_/train\images\20200224.tif,"2196,536",1.0
C:/Users/william/Desktop/data_/train\images\2018_08_21_.tif,"2456,4036",1.0
C:/Users/william/Desktop/data_/train\images\20200307.tif,"1516,1316",1.0
C:/Users/william/Desktop/data_/train\images\20190908.tif,"1256,896",1.0
C:/Users/william/Desktop/data_/train\images\2018_09_14_.tif,"2156,1356",1.0
C:/Users/william/Desktop/data_/train\images\20200307.tif,"1836,896",1.0
C:/Users/william/Desktop/data_/train\images\20190908.tif,"1256,936",1.0
C:/Users/william/Desktop/data_/train\images\2018_12_31_b.tif,"1656,1176",1.0
C:/Users/william/Desktop/data_/train\images\20190908.tif,"1736,636",1.0
C:/Users/william/Desktop/data_/train\images\2018_08_21_.tif,"3776,2536",1.0
C:/Users/william/Desktop/data_/train\images\2018_08_21_.tif,"2336,4056",1.0
C:/Users/william/Desktop/data_/train\images\2018_12_31_b.tif,"1376,1436",1.0
C:/Users/william/Desktop/data_/train\images\2018_09_14_.tif,"2836,476",1.0
C:/Users/william/Desktop/data_/train\images\20200224.tif,"916,3096",1.0
C:/Users/william/Desktop/data_/train\images\20190816.tif,"1696,1216",1.0
C:/Users/william/Desktop/data_/train\images\2018_12_07_b.tif,"1776,976",1.0
C:/Users/william/Desktop/data_/train\images\2018_09_14_.tif,"936,2356",1.0
C:/Users/william/Desktop/data_/train\images\20200224.tif,"2356,576",1.0
C:/Users/william/Desktop/data_/train\images\2018_09_14_.tif,"1236,1636",1.0
C:/Users/william/Desktop/data_/train\images\2018_08_21_.tif,"1406,2096",0.0
C:/Users/william/Desktop/data_/train\images\2018_12_07.tif,"1256,1976",1.0
C:/Users/william/Desktop/data_/train\images\2018_09_14_.tif,"3096,956",1.0
C:/Users/william/Desktop/data_/train\images\2018_09_14_.tif,"1176,1856",1.0
C:/Users/william/Desktop/data_/train\images\2018_09_14_.tif,"636,2916",1.0
C:/Users/william/Desktop/data_/train\images\2018_08_21_.tif,"1236,3616",1.0
C:/Users/william/Desktop/data_/train\images\2018_09_14_.tif,"1216,1696",1.0
C:/Users/william/Desktop/data_/train\images\2018_12_19.tif,"2376,1676",1.0
C:/Users/william/Desktop/data_/train\images\2018_12_19.tif,"2376,956",1.0
C:/Users/william/Desktop/data_/train\images\2018_08_21_.tif,"3996,2436",1.0
C:/Users/william/Desktop/data_/train\images\20190908.tif,"1396,1236",1.0
C:/Users/william/Desktop/data_/train\images\2018_08_21_.tif,"3776,3476",1.0
C:/Users/william/Desktop/data_/train\images\2018_09_14_.tif,"776,3036",1.0
C:/Users/william/Desktop/data_/train\images\2018_08_21_.tif,"3856,3076",1.0
C:/Users/william/Desktop/data_/train\images\2018_12_31_b.tif,"496,1736",1.0
C:/Users/william/Desktop/data_/train\images\2018_09_14_.tif,"1436,1656",1.0
C:/Users/william/Desktop/data_/train\images\2018_12_31_b.tif,"2786,716",0.0
C:/Users/william/Desktop/data_/train\images\2018_09_14_.tif,"1176,1736",1.0
C:/Users/william/Desktop/data_/train\images\2018_08_21_.tif,"3296,3496",1.0
C:/Users/william/Desktop/data_/train\images\2018_12_19.tif,"2236,1636",1.0
C:/Users/william/Desktop/data_/train\images\2018_09_14_.tif,"2636,1236",1.0
C:/Users/william/Desktop/data_/train\images\2018_08_21_.tif,"4096,2216",1.0
C:/Users/william/Desktop/data_/train\images\2018_08_21_.tif,"4036,2636",1.0
C:/Users/william/Desktop/data_/train\images\2018_08_21_.tif,"3156,3776",1.0
C:/Users/william/Desktop/data_/train\images\2018_12_19_b.tif,"1916,1196",1.0
C:/Users/william/Desktop/data_/train\images\20200224.tif,"1836,1656",1.0
C:/Users/william/Desktop/data_/train\images\20200224.tif,"1156,2916",1.0
C:/Users/william/Desktop/data_/train\images\2018_08_21_.tif,"1116,3456",1.0
C:/Users/william/Desktop/data_/train\images\20190816.tif,"1596,1356",1.0
C:/Users/william/Desktop/data_/train\images\2018_12_31_b.tif,"1876,1456",1.0
C:/Users/william/Desktop/data_/train\images\2018_12_31_b.tif,"2596,1196",1.0
C:/Users/william/Desktop/data_/train\images\2018_09_14_.tif,"1416,1596",1.0
C:/Users/william/Desktop/data_/train\images\20200822.tif,"1416,776",1.0
C:/Users/william/Desktop/data_/train\images\2018_08_21_.tif,"1036,3376",1.0
C:/Users/william/Desktop/data_/train\images\20200319.tif,"1216,936",1.0
C:/Users/william/Desktop/data_/train\images\2018_09_14_.tif,"1696,1716",1.0
C:/Users/william/Desktop/data_/train\images\20190816.tif,"1476,1276",1.0
C:/Users/william/Desktop/data_/train\images\2018_08_21_.tif,"3996,1576",1.0
C:/Users/william/Desktop/data_/train\images\20200224.tif,"1236,2476",1.0
C:/Users/william/Desktop/data_/train\images\2018_08_21_.tif,"3876,2476",1.0
C:/Users/william/Desktop/data_/train\images\20200224.tif,"2316,296",1.0
C:/Users/william/Desktop/data_/train\images\20190816.tif,"1476,1616",1.0
C:/Users/william/Desktop/data_/train\images\2018_12_19_b.tif,"2136,1676",1.0
C:/Users/william/Desktop/data_/train\images\2018_08_21_.tif,"956,3396",1.0
C:/Users/william/Desktop/data_/train\images\2018_12_31_b.tif,"616,1596",1.0
C:/Users/william/Desktop/data_/train\images\2018_12_07.tif,"486,1176",0.0
C:/Users/william/Desktop/data_/train\images\20190816.tif,"1936,1316",1.0
C:/Users/william/Desktop/data_/train\images\2018_09_14_.tif,"776,2176",1.0
C:/Users/william/Desktop/data_/train\images\20200319.tif,"1196,496",1.0
C:/Users/william/Desktop/data_/train\images\2018_12_31_b.tif,"2416,1036",1.0
C:/Users/william/Desktop/data_/train\images\20200224.tif,"1796,1336",1.0
C:/Users/william/Desktop/data_/train\images\20190908.tif,"1256,1536",1.0
C:/Users/william/Desktop/data_/train\images\20200224.tif,"1576,2476",1.0
C:/Users/william/Desktop/data_/train\images\2018_12_07.tif,"2216,1376",1.0
C:/Users/william/Desktop/data_/train\images\2018_08_21_.tif,"4396,2096",0.0
C:/Users/william/Desktop/data_/train\images\2018_12_31_b.tif,"2456,1096",1.0
C:/Users/william/Desktop/data_/train\images\2018_09_14_.tif,"636,2036",1.0
C:/Users/william/Desktop/data_/train\images\2018_08_21_.tif,"3436,3696",1.0
C:/Users/william/Desktop/data_/train\images\2018_08_21_.tif,"2196,3996",1.0
C:/Users/william/Desktop/data_/train\images\2018_08_21_.tif,"396,3456",1.0
C:/Users/william/Desktop/data_/train\images\2018_09_14_.tif,"1796,1356",1.0
C:/Users/william/Desktop/data_/train\images\2018_08_21_.tif,"3856,2636",1.0
C:/Users/william/Desktop/data_/train\images\2018_09_14_.tif,"1296,2036",1.0
C:/Users/william/Desktop/data_/train\images\2018_12_19.tif,"1976,1556",1.0
C:/Users/william/Desktop/data_/train\images\2018_08_21_.tif,"1236,3696",1.0
C:/Users/william/Desktop/data_/train\images\2018_08_21_.tif,"2556,4396",0.0
C:/Users/william/Desktop/data_/train\images\20200224.tif,"1916,936",1.0
C:/Users/william/Desktop/data_/train\images\2018_08_21_.tif,"4036,1676",1.0
C:/Users/william/Desktop/data_/train\images\2018_09_14_.tif,"2736,1216",1.0
C:/Users/william/Desktop/data_/train\images\2018_12_19.tif,"1976,916",1.0
C:/Users/william/Desktop/data_/train\images\2018_12_19.tif,"2196,876",1.0
C:/Users/william/Desktop/data_/train\images\2018_12_07.tif,"1376,2056",1.0
C:/Users/william/Desktop/data_/train\images\2018_08_21_.tif,"536,3396",1.0
C:/Users/william/Desktop/data_/train\images\2018_12_19.tif,"2276,1376",1.0
C:/Users/william/Desktop/data_/train\images\2018_12_07_b.tif,"1536,1176",1.0
C:/Users/william/Desktop/data_/train\images\2018_08_21_.tif,"3296,3596",1.0
C:/Users/william/Desktop/data_/train\images\2018_08_21_.tif,"1756,3616",1.0
C:/Users/william/Desktop/data_/train\images\2018_08_21_.tif,"4216,2556",1.0
C:/Users/william/Desktop/data_/train\images\2018_09_14_.tif,"2316,1276",1.0
C:/Users/william/Desktop/data_/train\images\2018_09_14_.tif,"816,2576",1.0
C:/Users/william/Desktop/data_/train\images\20200224.tif,"3706,1636",0.0
C:/Users/william/Desktop/data_/train\images\2018_09_14_.tif,"936,1916",1.0
C:/Users/william/Desktop/data_/train\images\2018_08_21_.tif,"3556,3516",1.0
C:/Users/william/Desktop/data_/train\images\2018_08_21_.tif,"3376,3236",1.0
C:/Users/william/Desktop/data_/train\images\2018_08_21_.tif,"1256,3796",1.0
C:/Users/william/Desktop/data_/train\images\20200224.tif,"1936,836",1.0
C:/Users/william/Desktop/data_/train\images\2018_12_19_b.tif,"2116,1776",1.0
C:/Users/william/Desktop/data_/train\images\2018_09_14_.tif,"736,1976",1.0
